@timestamp,@requestId,@duration,@billedDuration,@maxMemoryUsed,@memorySize,@initDuration
2025-11-08 07:43:32.142,bbbe6df5-4116-4db2-b380-3dd8f2f79610,2955.69,2956,89000000,512000000,
2025-11-08 07:43:32.084,5e0158b8-9638-4356-8ce6-1a284f2de8d7,2903.6,2904,89000000,512000000,
2025-11-08 07:43:30.174,6b8f5c00-5f45-49d0-bd47-fccb6b985852,3035.45,3036,102000000,512000000,
2025-11-08 07:43:29.066,968992d5-c2dd-4082-aa6f-3ab02862168a,3021.75,3022,103000000,512000000,
2025-11-08 07:43:29.063,51643cb7-2e7c-4a91-a98f-7c01b672e7d1,2997.06,2998,102000000,512000000,
2025-11-08 07:43:29.061,ae02f41b-ce65-4d14-89fd-b8b7e0003f42,3028.95,3029,99000000,512000000,
2025-11-08 07:43:29.018,46e5ebdc-347d-4cf1-95af-fb9e816eb716,2968.15,2969,105000000,512000000,
2025-11-08 07:43:29.007,4ce1033f-3550-49b2-9ed0-541713ce4d65,2938.14,2939,104000000,512000000,
2025-11-08 07:43:28.964,36dee43c-93fb-4de0-b12a-c42a206d7e10,2916.51,2917,104000000,512000000,
2025-11-08 07:43:28.953,22c294f3-1b2b-4b71-a14f-e606e6fce4a4,2891.85,2892,103000000,512000000,
2025-11-08 07:43:28.944,1a967e8a-8686-4567-85f9-6af3e53647cb,2898.42,2899,99000000,512000000,
2025-11-08 07:43:28.910,b3600b64-aa10-4526-84ce-09a1e546c286,2883.76,2884,102000000,512000000,
2025-11-08 07:43:28.902,ab508067-9eda-45b3-9eb0-2ea5b6b7018b,2875.14,2876,105000000,512000000,
2025-11-08 07:43:28.886,a041731b-be59-48bb-9665-378ebd3ff69b,2841.34,2842,105000000,512000000,
2025-11-08 07:43:28.882,7e9812b7-b298-4f37-9468-6ac734987d15,2810.91,2811,105000000,512000000,
2025-11-08 07:43:28.868,0c4645e1-fdc5-4351-bec1-560f8bb974a9,2818.58,2819,99000000,512000000,
2025-11-08 07:43:28.860,a14f7a59-277d-4a23-ad87-ce34c7e739c3,2814.3,2815,104000000,512000000,
2025-11-08 07:43:28.826,3c59853c-5eb2-4353-82b8-961011403824,2765.67,2766,99000000,512000000,
2025-11-08 07:43:28.824,d22bbb5b-be3b-42b9-b117-9baf0734c87e,2773.94,2774,102000000,512000000,
2025-11-08 07:43:28.822,ca53205c-39c3-4a85-a21a-97db87d190ef,2773.97,2774,99000000,512000000,
2025-11-08 07:43:28.776,9def53f8-3362-4c6d-8ce4-efab8eae006a,2750.66,2751,104000000,512000000,
2025-11-08 07:43:28.758,61845fca-0c9e-4e6a-a328-b53bda683d43,2697.14,2698,102000000,512000000,
2025-11-08 07:43:28.755,1df02c6d-26f2-4898-932e-45de1f6a36ff,2707.45,2708,100000000,512000000,
2025-11-08 07:43:28.751,80d2ef94-430d-4ce4-8876-5e6ddc827c42,2722.75,2723,104000000,512000000,
2025-11-08 07:43:28.749,7ad1b2b1-ea6a-47e4-8bd1-583ae199d2b7,2706.93,2707,104000000,512000000,
2025-11-08 07:43:28.737,f72b27ac-9a29-4c40-bc0a-ddc000a02608,2673.75,2674,104000000,512000000,
2025-11-08 07:43:28.734,93dd394f-e2e3-4ea4-acfd-29a39fab453b,2670.88,2671,102000000,512000000,
2025-11-08 07:43:28.719,bdfd0a2b-812f-4b24-a4e6-9f949a2466e4,2673.99,2674,100000000,512000000,
2025-11-08 07:43:28.717,a6edbc73-6d4b-4862-ae25-3a8b69c97da9,2709.6,2710,105000000,512000000,
2025-11-08 07:43:28.709,60ea6917-acad-4e2c-b889-0ebc80b89aa5,2667.32,2668,103000000,512000000,
2025-11-08 07:43:28.705,fe34ab38-f079-4695-8091-66b3d3b7e3ff,2643.06,2644,100000000,512000000,
2025-11-08 07:43:28.704,53512731-ce15-4fee-a828-7fb9a7bdcf06,2695.83,2696,105000000,512000000,
2025-11-08 07:43:28.668,29365241-49dc-4ee1-91a7-a19bb35ca29b,2605.11,2606,105000000,512000000,
2025-11-08 07:43:28.645,4291f4ec-c3b8-4732-afba-8d3bf5677af9,2601.01,2602,103000000,512000000,
2025-11-08 07:43:28.619,5d91df4e-bed6-445c-970c-173e8234d5e6,2556.3,2557,104000000,512000000,
2025-11-08 07:43:28.594,0086fb58-0ca7-4117-8c5c-702f99c784ab,2488.14,2489,98000000,512000000,
2025-11-08 07:43:28.560,b216dc75-d4fd-480c-b0d6-61f0d0eafb7f,2515.27,2516,89000000,512000000,
2025-11-08 07:43:28.549,39748390-09d5-43fa-8bfe-b41c884838a8,2498.64,2499,104000000,512000000,
2025-11-08 07:43:28.478,9488a5b8-b201-4077-9277-44be4b339cdc,2449.48,2450,104000000,512000000,
2025-11-08 07:43:28.292,cec959e2-eb5a-4caa-bc38-622bc9afe48b,2873.64,2874,103000000,512000000,
2025-11-08 07:43:28.047,a151b8c6-d243-485a-80da-83ad41ef6ce4,2865.05,2866,99000000,512000000,
2025-11-08 07:43:27.792,6477deb4-bd93-45ba-af59-804e5046d082,2524.55,2525,102000000,512000000,
2025-11-08 07:43:27.335,981c6600-b4fb-4e2d-9d85-f4d49025249e,2620.88,2621,105000000,512000000,
2025-11-08 07:43:27.052,533a14ba-5c72-41f2-92fe-5b53ea2ff9bc,2957.29,2958,99000000,512000000,
2025-11-08 07:43:27.038,3fa5acba-fe58-409b-ba7b-ec5781f2e12f,2893.48,2894,104000000,512000000,
2025-11-08 07:43:26.836,cbd91188-2fc8-438e-9ff0-c76672461c96,3244.72,3245,97000000,512000000,
