@timestamp,@requestId,@duration,@billedDuration,@maxMemoryUsed,@memorySize,@initDuration
2025-11-07 22:43:34.779,49e33918-bcb5-4e77-b5c4-9542611aceb2,3219.99,3220,89000000,512000000,
2025-11-07 22:43:34.673,3c981d4e-6651-4ec6-9f07-3f57a3db8df8,3154.4,3155,89000000,512000000,
2025-11-07 22:43:34.586,6ba121d1-50a2-41cc-adb3-f932811b0464,3026.6,3027,89000000,512000000,
2025-11-07 22:43:34.571,221743fb-aabd-4f7f-ab4a-eb5fa1c96e76,2990.27,2991,104000000,512000000,
2025-11-07 22:43:34.444,31fcc910-e73f-4cde-9092-e53499c6c4af,2899.51,2900,105000000,512000000,
2025-11-07 22:43:34.407,4a8befad-dbf8-48cd-954a-ee108f7cc253,2886.2,2887,103000000,512000000,
2025-11-07 22:43:30.837,85692475-5c27-4adb-8fc5-4cdb6988b587,3177.09,3178,102000000,512000000,
2025-11-07 22:43:30.799,8e9e247a-bc6a-4bab-9503-1515ac892350,3118.46,3119,99000000,512000000,
2025-11-07 22:43:30.621,8b768132-6f10-4206-83ef-c3c25f311d22,2955.7,2956,99000000,512000000,
2025-11-07 22:43:29.348,bc2c119a-9d94-428c-83d0-636bad568cd5,2847.43,2848,104000000,512000000,
2025-11-07 22:43:29.303,1f6e371d-a62a-4c69-9636-7be7ddb79b6c,3156.12,3157,102000000,512000000,
2025-11-07 22:43:29.190,29462cde-9512-41d0-b2e7-9eaa216cb135,3167.46,3168,99000000,512000000,
2025-11-07 22:43:28.966,02e52932-219a-4e58-8a52-fe320bcb9cdb,3169.99,3170,102000000,512000000,
2025-11-07 22:43:28.780,69e2c46b-fa07-4c91-a587-8b26a88579c1,2680.29,2681,100000000,512000000,
2025-11-07 22:43:28.762,06caeb2b-df5d-4f92-a64b-b4bcfafcb75c,2663.09,2664,100000000,512000000,
2025-11-07 22:43:28.738,7a847c64-f284-4fea-96db-2e6ae08f3d21,3194.18,3195,98000000,512000000,
2025-11-07 22:43:28.724,97d9af59-6de5-4a7a-9769-2a28f284f047,2747.96,2748,105000000,512000000,
2025-11-07 22:43:28.659,4e562eb4-79d8-44b2-a067-e1f75a6d6261,2857.65,2858,97000000,512000000,
2025-11-07 22:43:28.625,75017f73-df68-4c8b-8ab4-e94763567cb0,3073.15,3074,103000000,512000000,
2025-11-07 22:43:28.613,abd79413-a486-4933-abd9-97422ae895f6,3051.84,3052,102000000,512000000,
2025-11-07 22:43:28.609,f20308ef-873c-4c00-8bb2-ceb6bcd0826a,3040.11,3041,104000000,512000000,
2025-11-07 22:43:28.509,b624fcac-93db-4053-8036-e478505410c3,2726.33,2727,98000000,512000000,
2025-11-07 22:43:28.503,69789704-9bb9-44f3-9d02-987fd377478e,3073.38,3074,103000000,512000000,
2025-11-07 22:43:28.496,71361a68-af78-4dde-8df9-fb4fd04593c6,2926.48,2927,97000000,512000000,
2025-11-07 22:43:28.479,f8aad6ee-92c9-45cf-8a6e-8ffaa8e99bea,3054.08,3055,100000000,512000000,
2025-11-07 22:43:28.399,a39a9173-e584-4048-b683-df1d4a2aed78,2829.84,2830,97000000,512000000,
2025-11-07 22:43:28.397,301db57d-d77f-43be-87ae-f4f5247ff37d,2946.17,2947,103000000,512000000,
2025-11-07 22:43:28.387,d272639a-09a7-4cf5-a9a3-98825b760926,2825.85,2826,100000000,512000000,
2025-11-07 22:43:28.261,93256d12-1f20-4f60-9214-4a26abb7f3f9,2702.12,2703,103000000,512000000,
2025-11-07 22:43:28.244,fc7acade-7ea0-499b-8c24-8a08dfc25f65,2815.31,2816,100000000,512000000,
